001,2021-09-09 11:50:44,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:50:47,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:50:50,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:50:53,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:50:56,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:50:59,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:51:02,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:51:05,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:51:08,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:51:13,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:51:16,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:51:19,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:51:22,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:51:25,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:51:28,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:51:31,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:51:34,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:51:37,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:52:06,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:52:09,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:52:12,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:52:15,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:52:18,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:52:22,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:52:25,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:52:28,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:52:31,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:53:04,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:53:07,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:53:10,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:53:13,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:53:16,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:53:19,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:53:22,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:53:25,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:53:28,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:54:06,,33.77,1012,52,4.17,scattered clouds,2
011,2021-09-09 11:54:09,,33.77,1012,52,4.17,scattered clouds,2
111,2021-09-09 11:54:12,,33.77,1012,52,4.17,scattered clouds,2
002,2021-09-09 11:54:15,,33.77,1012,52,4.17,scattered clouds,2
022,2021-09-09 11:54:18,,33.77,1012,52,4.17,scattered clouds,2
222,2021-09-09 11:54:21,,33.77,1012,52,4.17,scattered clouds,2
003,2021-09-09 11:54:24,,33.77,1012,52,4.17,scattered clouds,2
033,2021-09-09 11:54:27,,33.77,1012,52,4.17,scattered clouds,2
333,2021-09-09 11:54:30,,33.77,1012,52,4.17,scattered clouds,2
001,2021-09-09 11:55:06,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:55:09,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:55:12,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:55:15,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:55:18,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:55:21,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:55:24,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:55:27,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:55:30,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:56:06,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:56:09,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:56:12,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:56:15,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:56:18,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:56:21,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:56:24,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:56:27,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:56:30,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:57:05,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:57:08,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:57:11,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:57:14,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:57:17,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:57:20,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:57:23,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:57:26,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:57:29,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:58:05,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:58:08,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:58:11,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:58:14,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:58:17,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:58:20,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:58:23,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:58:26,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:58:29,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 11:59:05,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 11:59:08,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 11:59:11,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 11:59:14,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 11:59:17,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 11:59:20,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 11:59:23,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 11:59:26,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 11:59:29,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 12:00:05,,34,1012,53,3.92,scattered clouds,2
011,2021-09-09 12:00:08,,34,1012,53,3.92,scattered clouds,2
111,2021-09-09 12:00:11,,34,1012,53,3.92,scattered clouds,2
002,2021-09-09 12:00:14,,34,1012,53,3.92,scattered clouds,2
022,2021-09-09 12:00:17,,34,1012,53,3.92,scattered clouds,2
222,2021-09-09 12:00:20,,34,1012,53,3.92,scattered clouds,2
003,2021-09-09 12:00:23,,34,1012,53,3.92,scattered clouds,2
033,2021-09-09 12:00:26,,34,1012,53,3.92,scattered clouds,2
333,2021-09-09 12:00:29,,34,1012,53,3.92,scattered clouds,2
001,2021-09-09 12:01:10,,33.77,1012,52,4.17,scattered clouds,2
011,2021-09-09 12:01:13,,33.77,1012,52,4.17,scattered clouds,2
111,2021-09-09 12:01:16,,33.77,1012,52,4.17,scattered clouds,2
002,2021-09-09 12:01:19,,33.77,1012,52,4.17,scattered clouds,2
022,2021-09-09 12:01:22,,33.77,1012,52,4.17,scattered clouds,2
222,2021-09-09 12:01:25,,33.77,1012,52,4.17,scattered clouds,2
003,2021-09-09 12:01:28,,33.77,1012,52,4.17,scattered clouds,2
033,2021-09-09 12:01:31,,33.77,1012,52,4.17,scattered clouds,2
